unit_code,market_segment,year,quarter,unit_market_activations,unit_activations,market_activations,market_contribution_to_product,product_share_in_market,product_name,unit_description,unit_detaileddescription,unit_l1_purpose,unit_l2_core_solution,unit_l3_products,market_segment_was_invalid,period_start,period_label,previous_period_activations,previous_product_share_in_market,previous_market_contribution_to_product,activation_growth_rate,product_share_change,market_contribution_change,rolling_4_period_activations,rolling_4_period_product_share,rolling_4_period_market_contribution,recent_2_period_avg_activations,previous_2_period_avg_activations,momentum_score,recent_growth,longer_term_growth,trend_score,periods_observed_total,total_historical_unit_market_activations,total_historical_unit_activations,total_historical_market_activations,global_latest_period,is_global_latest_period,latest_unit_market_activations,latest_unit_activations,latest_market_activations,latest_product_share_in_market,latest_market_contribution_to_product,historical_product_share_in_market,historical_market_contribution_to_product,blended_product_share_in_market,blended_market_contribution_to_product,latest_activations,historical_activations,periods_observed,support_sufficient,low_support_pair,normalized_latest_activations,normalized_total_activations,normalized_periods_observed,normalized_market_activations,support_score,confidence_level,normalized_blended_product_share_in_market,normalized_blended_market_contribution_to_product,normalized_momentum_score,normalized_trend_score,recommendation_score,market_share_p25,market_share_median,market_share_p75,product_contribution_p80,recommendation_label,include_in_primary_recommendations,review_reason
MO6012,"Arts, Media, Hotels & Entertainment",2026,2,82,782,313,0.10485933503836317,0.26198083067092653,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,0,2026-04-01,2026-Q2,179.0,0.2732824427480916,0.0843941537010844,-0.541899441340782,-0.011301612077165069,0.020465181337278773,438.0,0.22616560689544984,0.07554610378144605,130.5,88.5,1.4745762711864407,0.47457627118644075,-0.28431372549019607,0.171020272515786,10,1418,17125,7114,2026-04-01,True,82,782,313,0.26198083067092653,0.10485933503836317,0.19932527410739387,0.0828029197080292,0.24005138587369013,0.09713958967274627,82,1418,10,True,False,0.6377952755905512,0.46386333771353483,1.0,0.5314183123877917,0.6387223458952093,Medium,0.6548950021223439,0.14373300228065045,0.46193387051958884,0.4723528522867651,0.48426315492404715,0.02435183585941996,0.05648602943752183,0.08701889178607451,0.1079011824444154,Core Recommendation,True,No review flag
MO4412,"Arts, Media, Hotels & Entertainment",2026,2,48,293,313,0.16382252559726962,0.15335463258785942,44x12 Mobile Office or Similar,44x12 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 576 SF) - MO4412 or similar,Offices,Mobile Offices,Mobile Offices,0,2026-04-01,2026-Q2,57.0,0.08702290076335878,0.09644670050761421,-0.1578947368421053,0.06633173182450064,0.06737582508965541,161.0,0.0917402808389113,0.09106458226079966,52.5,28.0,1.875,0.875,-0.16145833333333337,0.4604166666666667,10,479,5542,7114,2026-04-01,True,48,293,313,0.15335463258785942,0.16382252559726962,0.06733202136631994,0.0864308913749549,0.1232467186603206,0.13673545361945946,48,479,10,True,False,0.3700787401574803,0.15538764783180026,1.0,0.5314183123877917,0.43705506703502744,Medium,0.3307522279418375,0.20403838711052016,0.6096311475409837,0.6363676244381058,0.422972979033822,0.02435183585941996,0.05648602943752183,0.08701889178607451,0.13654530775228074,Core Recommendation,True,No review flag
MO3610,"Arts, Media, Hotels & Entertainment",2026,2,31,263,313,0.11787072243346007,0.09904153354632587,36x10 Mobile Office or Similar,36x10 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 360 SF) - MO3610 or similar,Offices,Mobile Offices,Mobile Offices,0,2026-04-01,2026-Q2,20.0,0.030534351145038167,0.04175365344467641,0.55,0.06850718240128771,0.07611706898878366,82.0,0.04979344558579419,0.05575468001351631,25.5,15.5,1.6451612903225807,0.6451612903225807,-0.359375,0.24334677419354842,10,287,4825,7114,2026-04-01,True,31,263,313,0.09904153354632587,0.11787072243346007,0.04034298566207478,0.059481865284974095,0.07849704178683799,0.09743462243148998,31,287,10,True,False,0.23622047244094488,0.09231274638633377,1.0,0.5314183123877917,0.3681284578283267,Medium,0.20656811140345643,0.14418234375928068,0.5248545742993127,0.5133437386037419,0.32799864649756594,0.02435183585941996,0.05648602943752183,0.08701889178607451,0.11896421127287773,Emerging Opportunity,True,No review flag
30W,"Arts, Media, Hotels & Entertainment",2026,2,7,96,313,0.07291666666666667,0.022364217252396165,30' OPEN BAY OFFICE,Ground Level Office - 30' x 10',Medium Size Ground Level Office (300 SF),Offices,Ground Level Offices,Standard Ground Level Offices,0,2026-04-01,2026-Q2,20.0,0.030534351145038167,0.08130081300813008,-0.65,-0.008170133892642002,-0.008384146341463408,40.0,0.02183018807880606,0.05573140341152215,13.5,6.5,2.076923076923077,1.076923076923077,0.17647058823529416,0.7167420814479638,10,93,2034,7114,2026-04-01,True,7,96,313,0.022364217252396165,0.07291666666666667,0.013072814169243744,0.045722713864306784,0.01911222617329282,0.06339878318584072,7,93,10,True,False,0.047244094488188976,0.028580814717477004,1.0,0.5314183123877917,0.27968054946076226,Low,0.041770254122552225,0.09234500068529933,0.684110970996217,0.7816394915092401,0.3270202767185693,0.02435183585941996,0.05648602943752183,0.08701889178607451,0.11106962881022621,Low Priority,False,Low confidence
MO248,"Arts, Media, Hotels & Entertainment",2026,2,6,88,313,0.06818181818181818,0.019169329073482427,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices,0,2026-04-01,2026-Q2,24.0,0.0366412213740458,0.10256410256410256,-0.75,-0.017471892300563376,-0.034382284382284384,44.0,0.022861950298498426,0.05935951346513556,15.0,7.0,2.142857142857143,1.1428571428571428,-0.5416666666666667,0.46904761904761894,10,222,2294,7114,2026-04-01,True,6,88,313,0.019169329073482427,0.06818181818181818,0.031206072533033456,0.0967741935483871,0.023382189284325287,0.0781891495601173,6,222,10,True,False,0.03937007874015748,0.07095926412614981,1.0,0.5314183123877917,0.2917571012419867,Low,0.053619760837298185,0.11487105889117294,0.7084309133489461,0.6412591977846379,0.3206987675532069,0.02435183585941996,0.05648602943752183,0.08701889178607451,0.12824215344376635,Low Priority,False,Low confidence
MO5012,"Arts, Media, Hotels & Entertainment",2026,2,24,81,313,0.2962962962962963,0.07667731629392971,50x12 Mobile Office or Similar,50x12 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 672 SF) - MO5012 or similar,Offices,Mobile Offices,Mobile Offices,0,2026-04-01,2026-Q2,8.0,0.012213740458015267,0.049079754601226995,2.0,0.06446357583591444,0.2472165416950693,60.0,0.032723908611394646,0.13498399886436696,16.0,14.0,1.1428571428571428,0.1428571428571428,0.016949152542372836,0.0924939467312348,10,157,1532,7114,2026-04-01,True,24,81,313,0.07667731629392971,0.2962962962962963,0.02206915940399213,0.10248041775456919,0.057564461382451554,0.22846073880669182,24,157,10,True,False,0.18110236220472442,0.049605781865965835,1.0,0.5314183123877917,0.3338896816635208,Low,0.14847844046043016,0.34373804435981636,0.33957845433255274,0.42784822924464033,0.295467518512827,0.02435183585941996,0.05648602943752183,0.08701889178607451,0.15432501692292816,Low Priority,False,Low confidence
20W,"Arts, Media, Hotels & Entertainment",2026,2,24,415,313,0.05783132530120482,0.07667731629392971,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices,0,2026-04-01,2026-Q2,146.0,0.22290076335877862,0.12036273701566365,-0.8356164383561644,-0.1462234470648489,-0.06253141171445883,496.0,0.19920103700417524,0.11638003258471921,85.0,163.0,0.5214723926380368,-0.4785276073619632,-0.4643628509719222,-0.4728617048059468,10,1882,11726,7114,2026-04-01,True,24,415,313,0.07667731629392971,0.05783132530120482,0.2645487770593197,0.16049803854681904,0.1424323275618162,0.0937646749371698,24,1882,10,True,False,0.18110236220472442,0.6162943495400789,1.0,0.5314183123877917,0.5322306803494603,Medium,0.3839939060531483,0.1385929317881658,0.11037916121894802,0.10743415275480231,0.2609423153830066,0.02435183585941996,0.05648602943752183,0.08701889178607451,0.10797409936522484,Declining Product,True,No review flag
MO4410,"Arts, Media, Hotels & Entertainment",2026,2,23,250,313,0.092,0.07348242811501597,44x10 Mobile Office or Similar,44x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Sm. Open Area (up to 480 SF) - MO4410 or similar,Offices,Mobile Offices,Mobile Offices,0,2026-04-01,2026-Q2,43.0,0.06564885496183206,0.0899581589958159,-0.4651162790697675,0.007833573153183906,0.0020418410041841,139.0,0.0695970756695106,0.08897427059781526,33.0,36.5,0.9041095890410958,-0.09589041095890416,-0.08552631578947367,-0.09174477289113196,10,430,4476,7114,2026-04-01,True,23,250,313,0.07348242811501597,0.092,0.0604441945459657,0.09606791778373548,0.06891904636584838,0.09342377122430742,23,430,10,True,False,0.1732283464566929,0.1392904073587385,1.0,0.5314183123877917,0.3625233950741802,Medium,0.17998836865074216,0.1380737278222727,0.25151583202335503,0.32343133867148854,0.2348076326261985,0.02435183585941996,0.05648602943752183,0.08701889178607451,0.12654336014298484,Low Priority,True,No review flag
MO5010,"Arts, Media, Hotels & Entertainment",2026,2,20,97,313,0.20618556701030927,0.06389776357827476,50x10 Mobile Office or Similar,50x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 560 SF) - MO5010 or similar,Offices,Mobile Offices,Mobile Offices,0,2026-04-01,2026-Q2,22.0,0.03358778625954199,0.09282700421940929,-0.09090909090909094,0.03030997731873277,0.11335856279089998,93.0,0.04052871506596092,0.12904720085618104,21.0,25.5,0.8235294117647058,-0.17647058823529416,-0.2734375,-0.21525735294117648,10,282,1910,7114,2026-04-01,True,20,97,313,0.06389776357827476,0.20618556701030927,0.039640146190610064,0.14764397905759163,0.055407597492592116,0.18569601122685808,20,282,10,True,False,0.14960629921259844,0.09067017082785808,1.0,0.5314183123877917,0.33723859575293896,Low,0.14249296178506457,0.2786064094669125,0.2217936354869817,0.25343085461510956,0.23142831508150546,0.02435183585941996,0.05648602943752183,0.08701889178607451,0.12706104604091326,Declining Product,False,Low confidence
40W,"Arts, Media, Hotels & Entertainment",2026,2,26,282,313,0.09219858156028368,0.08306709265175719,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,0,2026-04-01,2026-Q2,49.0,0.07480916030534351,0.06041923551171394,-0.4693877551020408,0.008257932346413671,0.031779346048569745,210.0,0.09511253060672457,0.08854613974211055,37.5,67.5,0.5555555555555556,-0.4444444444444444,-0.35779816513761464,-0.4097859327217125,10,729,7087,7114,2026-04-01,True,26,282,313,0.08306709265175719,0.09219858156028368,0.10247399493955581,0.1028643996049104,0.08985950845248669,0.09593161787590303,26,729,10,True,False,0.1968503937007874,0.23751642575558476,1.0,0.5314183123877917,0.40517021804850945,Medium,0.2380999119248258,0.1418932342642158,0.12295081967213117,0.14318220834830736,0.20665164832423966,0.02435183585941996,0.05648602943752183,0.08701889178607451,0.09438105631427836,Declining Product,True,No review flag
HQ208,"Arts, Media, Hotels & Entertainment",2026,2,5,24,313,0.20833333333333334,0.01597444089456869,20x8 HQ Ground Level Office,HQ Ground Level Office - 20' x 8',Small HQ Ground Level Office+ (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices,0,2026-04-01,2026-Q2,8.0,0.012213740458015267,0.22857142857142856,-0.375,0.0037607004365534224,-0.02023809523809522,30.0,0.022854688014307133,0.17331349206349206,6.5,8.5,0.7647058823529411,-0.23529411764705888,-0.8181818181818181,-0.4684491978609626,9,328,798,6802,2026-04-01,True,5,24,313,0.01597444089456869,0.20833333333333334,0.04822111143781241,0.41102756892230574,0.02726077558470399,0.27927631578947365,5,328,9,True,False,0.031496062992125984,0.10578186596583443,0.8571428571428571,0.5314183123877917,0.27261767780263674,Low,0.06438316398973111,0.4211313026410997,0.20009643201542912,0.10993493139553571,0.200943387507951,0.02435183585941996,0.05648602943752183,0.08701889178607451,0.18237200475740722,Declining Product,False,Low confidence
MO328,"Arts, Media, Hotels & Entertainment",2026,2,2,130,313,0.015384615384615385,0.006389776357827476,32x8 Mobile Office or Similar,32x8 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 288 SF) - MO328 or similar,Offices,Mobile Offices,Mobile Offices,0,2026-04-01,2026-Q2,34.0,0.051908396946564885,0.09970674486803519,-0.9411764705882353,-0.04551862058873741,-0.0843221294834198,59.0,0.02887865854080699,0.04677919524734529,18.0,11.5,1.1,0.5652173913043479,-0.42156862745098034,0.1,10,236,3461,7114,2026-04-01,True,2,130,313,0.006389776357827476,0.015384615384615385,0.03317402305313467,0.06818838485986708,0.015764262701184993,0.033865934700953476,2,236,10,False,True,0.007874015748031496,0.07555847568988174,1.0,0.5314183123877917,0.2823432032420488,Low,0.032479373941183776,0.04736581307620567,0.32377049180327877,0.4321022684846403,0.19113789391725539,0.02435183585941996,0.05648602943752183,0.08701889178607451,0.1366038717133777,Insufficient Data,False,Insufficient current observation history; Low confidence
25W,"Arts, Media, Hotels & Entertainment",2026,2,11,89,313,0.12359550561797752,0.03514376996805112,25' OPEN BAY OFFICE,Ground Level Office - 25' x 10',Medium Size Ground Level Office (250 SF),Offices,Ground Level Offices,Standard Ground Level Offices,0,2026-04-01,2026-Q2,10.0,0.015267175572519083,0.04405286343612335,0.10000000000000009,0.019876594395532035,0.07954264218185417,57.0,0.0315210443339402,0.08089286486594471,10.5,18.0,0.5833333333333334,-0.41666666666666663,0.2954545454545454,-0.1318181818181818,10,124,2364,7114,2026-04-01,True,11,89,313,0.03514376996805112,0.12359550561797752,0.01743041889232499,0.05245346869712352,0.028944097091546973,0.09869579269567863,11,124,10,True,False,0.07874015748031496,0.03876478318002628,1.0,0.5314183123877917,0.29426856046989863,Low,0.06905452272978102,0.1461031342292206,0.13319672131147545,0.3007198219859321,0.16582458529544813,0.02435183585941996,0.05648602943752183,0.08701889178607451,0.10826047073138274,Declining Product,False,Low confidence
10W,"Arts, Media, Hotels & Entertainment",2026,2,4,138,313,0.028985507246376812,0.012779552715654952,10' OPEN BAY OFFICE,Ground Level Office - 10' x 8',Small Ground Level Office (80 SF),Offices,Ground Level Offices,Standard Ground Level Offices,0,2026-04-01,2026-Q2,19.0,0.02900763358778626,0.06690140845070422,-0.7894736842105263,-0.016228080872131307,-0.037915901204327404,94.0,0.0446535180618211,0.09216956632915611,11.5,35.5,0.323943661971831,-0.676056338028169,-0.10476190476190472,-0.44753856472166326,10,245,2554,7114,2026-04-01,True,4,138,313,0.012779552715654952,0.028985507246376812,0.03443913410177116,0.09592795614722005,0.02036040620079562,0.05241536436167195,4,245,10,False,True,0.023622047244094488,0.07851511169513797,1.0,0.5314183123877917,0.2888898368675106,Low,0.04523405866430387,0.0756170085942437,0.03752020318633111,0.12178598690002954,0.09779903352053715,0.02435183585941996,0.05648602943752183,0.08701889178607451,0.0946909082655227,Low Priority,False,Below minimum support thresholds; Low confidence
MO4410,"Educational, Membership & Religious Organizations",2026,2,23,250,127,0.092,0.18110236220472442,44x10 Mobile Office or Similar,44x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Sm. Open Area (up to 480 SF) - MO4410 or similar,Offices,Mobile Offices,Mobile Offices,0,2026-04-01,2026-Q2,21.0,0.11475409836065574,0.043933054393305436,0.09523809523809534,0.06634826384406868,0.04806694560669456,59.0,0.09884498024398433,0.04394056173497232,22.0,7.5,2.933333333333333,1.9333333333333331,-0.14492753623188404,1.1020289855072463,10,190,4476,1849,2026-04-01,True,23,250,127,0.18110236220472442,0.092,0.10275824770146025,0.04244861483467382,0.15368192212858195,0.07465701519213583,23,190,10,True,False,0.1732283464566929,0.06044678055190539,1.0,0.19748653500897667,0.30153494795390706,Low,0.41521247700816255,0.10949153938836353,1.0,1.0,0.5416922931732076,0.01913754667208048,0.060806011336197896,0.09455057639158004,0.12654336014298484,Low Priority,False,Low confidence
MO6012,"Educational, Membership & Religious Organizations",2026,2,16,782,127,0.020460358056265986,0.12598425196850394,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,0,2026-04-01,2026-Q2,43.0,0.23497267759562843,0.020273455917020275,-0.627906976744186,-0.10898842562712449,0.0001869021392457114,104.0,0.166073176672558,0.017701559644007978,29.5,22.5,1.3111111111111111,0.3111111111111111,-0.1333333333333333,0.13333333333333336,10,296,17125,1849,2026-04-01,True,16,782,127,0.12598425196850394,0.020460358056265986,0.16008653326122227,0.017284671532846716,0.13792005042095534,0.019348867773069243,16,296,10,True,False,0.11811023622047244,0.09526938239159001,1.0,0.19748653500897667,0.2944315200151195,Low,0.37147195752828227,0.025255996029021278,0.4016393442622952,0.45099386209883363,0.308634462633841,0.01913754667208048,0.060806011336197896,0.09455057639158004,0.1079011824444154,Low Priority,False,Low confidence
MO328,"Educational, Membership & Religious Organizations",2026,2,12,130,127,0.09230769230769231,0.09448818897637795,32x8 Mobile Office or Similar,32x8 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 288 SF) - MO328 or similar,Offices,Mobile Offices,Mobile Offices,0,2026-04-01,2026-Q2,18.0,0.09836065573770492,0.05278592375366569,-0.33333333333333337,-0.0038724667613269648,0.03952176855402662,52.0,0.0854189560465559,0.053696219911145864,15.0,11.0,1.3636363636363635,0.36363636363636354,-0.1333333333333333,0.1648484848484848,10,152,3461,1849,2026-04-01,True,12,130,127,0.09448818897637795,0.09230769230769231,0.0822065981611682,0.04391794279110084,0.09018963219105454,0.0753712799768853,12,152,10,True,False,0.08661417322834646,0.047963206307490146,1.0,0.19748653500897667,0.2668507363384405,Low,0.23901603306103647,0.1105793806026052,0.4210134128166916,0.4688550051522528,0.2883792298257743,0.01913754667208048,0.060806011336197896,0.09455057639158004,0.1366038717133777,Low Priority,False,Low confidence
20W,"Educational, Membership & Religious Organizations",2026,2,21,415,127,0.05060240963855422,0.16535433070866143,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices,0,2026-04-01,2026-Q2,25.0,0.1366120218579235,0.020610057708161583,-0.16000000000000003,0.02874230885073792,0.029992351930392635,106.0,0.17680207201261397,0.033972417709790925,23.0,30.0,0.7666666666666667,-0.23333333333333328,-0.07826086956521738,-0.17130434782608692,10,318,11726,1849,2026-04-01,True,21,415,127,0.16535433070866143,0.05060240963855422,0.1719848566792861,0.02711922224117346,0.16767501479838007,0.04238329404947095,21,318,10,True,False,0.15748031496062992,0.10249671484888305,1.0,0.19748653500897667,0.3107406139342272,Low,0.45404448591297547,0.06033794152724485,0.2008196721311476,0.27834112393781457,0.2768071291863774,0.01913754667208048,0.060806011336197896,0.09455057639158004,0.10797409936522484,Declining Product,False,Low confidence
10W,"Educational, Membership & Religious Organizations",2026,2,5,138,127,0.036231884057971016,0.03937007874015748,10' OPEN BAY OFFICE,Ground Level Office - 10' x 8',Small Ground Level Office (80 SF),Offices,Ground Level Offices,Standard Ground Level Offices,0,2026-04-01,2026-Q2,4.0,0.02185792349726776,0.014084507042253521,0.25,0.01751215524288972,0.022147377015717493,15.0,0.02621242577929766,0.018418104583225937,4.5,3.0,1.5,0.5,-0.31818181818181823,0.1727272727272727,10,48,2554,1849,2026-04-01,True,5,138,127,0.03937007874015748,0.036231884057971016,0.025959978366684695,0.018794048551292093,0.034676543609442,0.03012864163063339,5,48,10,True,False,0.031496062992125984,0.013797634691195795,1.0,0.19748653500897667,0.2356014476900603,Low,0.08496254388579862,0.04167383228924859,0.4713114754098361,0.4733202909156076,0.2344240854964067,0.01913754667208048,0.060806011336197896,0.09455057639158004,0.0946909082655227,Low Priority,False,Low confidence
40W,"Educational, Membership & Religious Organizations",2026,2,14,282,127,0.04964539007092199,0.11023622047244094,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,0,2026-04-01,2026-Q2,5.0,0.0273224043715847,0.006165228113440197,1.7999999999999998,0.08291381610085624,0.04348016195748179,39.0,0.07232953890895362,0.02151651808581514,9.5,10.0,0.95,-0.050000000000000044,-0.26415094339622647,-0.13566037735849062,10,144,7087,1849,2026-04-01,True,14,282,127,0.11023622047244094,0.04964539007092199,0.07787993510005409,0.020318893749118102,0.09891152059210555,0.03938111635829063,14,144,10,True,False,0.10236220472440945,0.04533508541392904,1.0,0.19748653500897667,0.27144270504931617,Low,0.2632200068392851,0.0557655578753077,0.26844262295081966,0.29854226608391876,0.22930538388699626,0.01913754667208048,0.060806011336197896,0.09455057639158004,0.09438105631427836,Declining Product,False,Low confidence
MO248,"Educational, Membership & Religious Organizations",2026,2,10,88,127,0.11363636363636363,0.07874015748031496,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices,0,2026-04-01,2026-Q2,10.0,0.0546448087431694,0.042735042735042736,0.0,0.024095348737145562,0.0709013209013209,41.0,0.06555848495763061,0.06256879703473192,10.0,10.5,0.9523809523809523,-0.04761904761904767,-0.2545454545454545,-0.13038961038961042,10,125,2294,1849,2026-04-01,True,10,88,127,0.07874015748031496,0.11363636363636363,0.06760411032990805,0.05448997384481256,0.07484254097767254,0.09293512720932076,10,125,10,True,False,0.07086614173228346,0.039093298291721416,1.0,0.19748653500897667,0.2582344575092994,Low,0.19642656433356157,0.13732951207771313,0.2693208430913349,0.3015294617122547,0.2242226282171112,0.01913754667208048,0.060806011336197896,0.09455057639158004,0.12824215344376635,Declining Product,False,Low confidence
MO3610,"Educational, Membership & Religious Organizations",2026,2,6,263,127,0.022813688212927757,0.047244094488188976,36x10 Mobile Office or Similar,36x10 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 360 SF) - MO3610 or similar,Offices,Mobile Offices,Mobile Offices,0,2026-04-01,2026-Q2,22.0,0.12021857923497267,0.04592901878914405,-0.7272727272727273,-0.0729744847467837,-0.023115330576216293,62.0,0.09373516989706607,0.0351511605885928,14.0,17.0,0.8235294117647058,-0.17647058823529416,0.06896551724137923,-0.0782961460446248,10,159,4825,1849,2026-04-01,True,6,263,127,0.047244094488188976,0.022813688212927757,0.08599242833964305,0.03295336787564767,0.060806011336197896,0.026362576094879728,6,159,10,True,False,0.03937007874015748,0.05026281208935611,1.0,0.19748653500897667,0.25112016529122744,Low,0.1574740141795235,0.03593803039504629,0.2217936354869817,0.33105331846308284,0.18611455999340917,0.01913754667208048,0.060806011336197896,0.09455057639158004,0.11896421127287773,Declining Product,False,Low confidence
30W,"Educational, Membership & Religious Organizations",2026,2,3,96,127,0.03125,0.023622047244094488,30' OPEN BAY OFFICE,Ground Level Office - 30' x 10',Medium Size Ground Level Office (300 SF),Offices,Ground Level Offices,Standard Ground Level Offices,0,2026-04-01,2026-Q2,3.0,0.01639344262295082,0.012195121951219513,0.0,0.007228604621143667,0.019054878048780487,12.0,0.01912227422629212,0.01920030987946585,3.0,3.0,1.0,0.0,-0.19999999999999996,-0.07999999999999999,10,40,2034,1849,2026-04-01,True,3,96,127,0.023622047244094488,0.03125,0.02163331530557058,0.01966568338249754,0.02292599106561112,0.02719548918387414,3,40,10,False,True,0.015748031496062992,0.011169513797634692,1.0,0.19748653500897667,0.22916979435369186,Low,0.05235377241647514,0.037206575625660286,0.2868852459016394,0.3300876629679963,0.1644131146286557,0.01913754667208048,0.060806011336197896,0.09455057639158004,0.11106962881022621,Low Priority,False,Below minimum support thresholds; Low confidence
18W,"Educational, Membership & Religious Organizations",2026,2,1,35,127,0.02857142857142857,0.007874015748031496,OFFICE-STEEL-18'X10'-OPEN BAY,Ground Level Office - 18' x 10',Small Ground Level Office (180 SF),Offices,Ground Level Offices,Standard Ground Level Offices,0,2026-04-01,2026-Q2,6.0,0.03278688524590164,0.057692307692307696,-0.8333333333333334,-0.024912869497870145,-0.029120879120879125,13.0,0.017538060746318782,0.03427267065326767,3.5,3.0,1.1,0.16666666666666674,-0.1333333333333333,0.046666666666666724,8,28,930,1547,2026-04-01,True,1,35,127,0.007874015748031496,0.02857142857142857,0.01809954751131222,0.030107526881720432,0.011452951865179748,0.02910906298003072,1,28,8,False,True,0.0,0.007227332457293035,0.7142857142857143,0.19748653500897667,0.1651353627180931,Low,0.02051512381251031,0.04012099124070728,0.32377049180327877,0.401875718701931,0.16398449596555392,0.01913754667208048,0.060806011336197896,0.09455057639158004,0.16254385964912282,Insufficient Data,False,Insufficient current observation history; Low confidence
MO4412,"Educational, Membership & Religious Organizations",2026,2,9,293,127,0.030716723549488054,0.07086614173228346,44x12 Mobile Office or Similar,44x12 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 576 SF) - MO4412 or similar,Offices,Mobile Offices,Mobile Offices,0,2026-04-01,2026-Q2,11.0,0.060109289617486336,0.018612521150592216,-0.18181818181818177,0.010756852114797127,0.012104202398895838,55.0,0.08603381384917266,0.02960574604915547,10.0,17.5,0.5714285714285714,-0.4285714285714286,-0.2028985507246377,-0.33830227743271224,10,159,5542,1849,2026-04-01,True,9,293,127,0.07086614173228346,0.030716723549488054,0.08599242833964305,0.028690003608805484,0.07616034204485932,0.030007371570249155,9,159,10,True,False,0.06299212598425197,0.05026281208935611,1.0,0.19748653500897667,0.2593878818266605,Low,0.2000835731152026,0.041489135279741365,0.1288056206088993,0.18369541332161363,0.16054651738453002,0.01913754667208048,0.060806011336197896,0.09455057639158004,0.13654530775228074,Declining Product,False,Low confidence
HQ208,"Educational, Membership & Religious Organizations",2026,2,3,24,127,0.125,0.023622047244094488,20x8 HQ Ground Level Office,HQ Ground Level Office - 20' x 8',Small HQ Ground Level Office+ (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices,0,2026-04-01,2026-Q2,3.0,0.024193548387096774,0.08333333333333333,0.0,-0.0005715011430022857,0.04166666666666667,15.0,0.022882202813629814,0.07885949834479246,3.0,4.5,0.6666666666666666,-0.33333333333333337,0.0714285714285714,-0.17142857142857146,7,29,693,1330,2026-04-01,True,3,24,127,0.023622047244094488,0.125,0.02180451127819549,0.04184704184704185,0.022985909656029837,0.09589646464646465,3,29,7,False,True,0.015748031496062992,0.0075558475689881735,0.5714285714285714,0.19748653500897667,0.14219072545937986,Low,0.05252005154372807,0.1418396951109308,0.1639344262295082,0.27827072048335166,0.13998005662261592,0.01913754667208048,0.060806011336197896,0.09455057639158004,0.18237200475740722,Low Priority,False,Below minimum support thresholds; Low confidence
HQ408,"Educational, Membership & Religious Organizations",2026,2,1,7,127,0.14285714285714285,0.007874015748031496,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,0,2026-04-01,2026-Q2,5.0,0.0273224043715847,0.1111111111111111,-0.8,-0.019448388623553203,0.031746031746031744,22.0,0.03527759965355996,0.1624407338693053,3.0,8.0,0.375,-0.625,0.8333333333333333,-0.041666666666666685,8,34,286,1495,2026-04-01,True,1,7,127,0.007874015748031496,0.14285714285714285,0.02274247491638796,0.11888111888111888,0.013077976456956257,0.13446553446553447,1,34,8,False,True,0.0,0.009198423127463863,0.7142857142857143,0.19748653500897667,0.1658252444526529,Low,0.025024703710784198,0.20058124955962953,0.05635245901639346,0.3518129956243186,0.13653988883998558,0.01913754667208048,0.060806011336197896,0.09455057639158004,0.5543773041118175,Insufficient Data,False,Insufficient current observation history; Low confidence
